CD_MUNICIPIO,NM_MUNICIPIO,CD_CARGO,DS_CARGO,NR_VOTAVEL,NM_VOTAVEL,SQ_CANDIDATO,QT_VOTOS_TOTAL,QT_ZONAS_COM_VOTO,QT_SECOES_COM_VOTO,QT_LOCAIS_COM_VOTO
44458,DIVINÓPOLIS,13,Vereador,11123,KENDERSON FERREIRA DE VASCONCELOS,130002136081,1343,2,261,63
44458,DIVINÓPOLIS,13,Vereador,10333,FILIPE FERREIRA CORTEZ,130002135005,1220,2,375,68
44458,DIVINÓPOLIS,13,Vereador,30100,JEAN CARLO ALEXANDRE,130002135798,1148,2,354,64
44458,DIVINÓPOLIS,13,Vereador,22000,LUCIENE COELHO XAVIER,130001923794,1147,2,423,68
44458,DIVINÓPOLIS,13,Vereador,44444,ROGER ALISSON VIEGAS BARBOSA,130001972910,1135,2,406,69
44458,DIVINÓPOLIS,13,Vereador,77777,RICARDO LÚCIO DE ANDRADE,130001906619,1125,2,334,70
44458,DIVINÓPOLIS,13,Vereador,36500,OTAVIO VINICIUS ARANTES,130002062860,1095,2,413,70
44458,DIVINÓPOLIS,13,Vereador,44000,EDUARDO AUGUSTO SILVA TEIXEIRA,130001972908,1065,2,402,71
44458,DIVINÓPOLIS,13,Vereador,10456,JOSÉ WILSON DA SILVA,130002135006,1045,2,268,64
44458,DIVINÓPOLIS,13,Vereador,55000,ISABELLE SALOMÉ FERREIRA,130001987620,1025,2,382,70
44458,DIVINÓPOLIS,13,Vereador,10500,CÉSAR HENRIQUE FERNANDES E SILVA,130002134993,1009,2,284,62
44458,DIVINÓPOLIS,13,Vereador,10999,CAMILA EUSTÁQUIO SALES,130002134998,1007,2,383,67
44458,DIVINÓPOLIS,13,Vereador,43456,DEUSDETE DE OLIVEIRA CAMPOS,130001954978,974,2,372,68
44458,DIVINÓPOLIS,13,Vereador,22222,MATEUS MOTA SANTOS,130001923797,950,2,346,69
44458,DIVINÓPOLIS,13,Vereador,18555,ADAIR OTAVIANO DE OLIVEIRA,130001973091,947,2,312,68
44458,DIVINÓPOLIS,13,Vereador,10700,ANDRÉ ALVES GOMES MENDONÇA,130002135009,924,2,389,70
44458,DIVINÓPOLIS,13,Vereador,30333,GUSTAVO AUGUSTO DE OLIVEIRA CONSOLI,130002135794,910,2,313,66
44458,DIVINÓPOLIS,13,Vereador,25015,GALILEU TEIXEIRA MACHADO,130001926620,889,2,369,71
44458,DIVINÓPOLIS,13,Vereador,30030,DORCAS ELIZE VILLON,130002135797,801,2,379,69
44458,DIVINÓPOLIS,13,Vereador,55055,EDSOM JOSÉ DE SOUSA,130001987615,795,2,329,66
