CD_SETOR,bairro,situacao,distrito,fonte_nome
310670505030223,Duque de Caxias,Urbana,Betim,IBGE
310670505030224,Duque de Caxias,Urbana,Betim,IBGE
310670505030225,Duque de Caxias,Urbana,Betim,IBGE
310670505030226,Duque de Caxias,Urbana,Betim,IBGE
310670505030227,Duque de Caxias,Urbana,Betim,IBGE
310670505030228,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030229,Senhora de Fátima,Urbana,Betim,IBGE
310670505030230,Senhora de Fátima,Urbana,Betim,IBGE
310670505030231,Duque de Caxias,Urbana,Betim,IBGE
310670505030232,Duque de Caxias,Urbana,Betim,IBGE
310670505030233,Parque das Indústrias,Urbana,Betim,IBGE
310670505030234,Dom Bosco,Urbana,Betim,IBGE
310670505030235,Dom Bosco,Urbana,Betim,IBGE
310670505030236,Cruzeiro do Sul,Urbana,Betim,IBGE
310670505030237,Cruzeiro do Sul,Urbana,Betim,IBGE
310670505030238,Itacolomi,Urbana,Betim,IBGE
310670505030239,Dom Bosco,Urbana,Betim,IBGE
310670505030240,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030241,Jardim Alterosas 2 Seção,Urbana,Betim,IBGE
310670505030242,Parque das Indústrias,Urbana,Betim,IBGE
310670505030243,Parque das Indústrias,Urbana,Betim,IBGE
310670505030244,Dom Bosco,Urbana,Betim,IBGE
310670505030245,Parque das Indústrias,Urbana,Betim,IBGE
310670505030246,Betim Industrial,Urbana,Betim,IBGE
310670505030247,Betim Industrial,Urbana,Betim,IBGE
310670505030248,Betim Industrial,Urbana,Betim,IBGE
310670505030249,Betim Industrial,Urbana,Betim,IBGE
310670505030250,Betim Industrial,Urbana,Betim,IBGE
310670505030251,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030252,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030253,Itacolomi,Urbana,Betim,IBGE
310670505030254,São José,Urbana,Betim,IBGE
310670505030255,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030256,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
310670505030257,Niterói,Urbana,Betim,IBGE
310670505030258,Niterói,Urbana,Betim,IBGE
310670505030259,Niterói,Urbana,Betim,IBGE
310670505030260,Itacolomi,Urbana,Betim,IBGE
310670505030261,Itacolomi,Urbana,Betim,IBGE
310670505030262,Vargem das Flores / C. H. Jalila C. Pedrosa,Urbana,Betim,IBGE
